PERIODO,NUM_ORDEN,DEPARTAMENTO,DIVISION,INSPECTOR,SUPERVISOR,CUIT,RAZON_SOCIAL,FECHA_INICIO,FECHA_DEVOL_TRANS
1 TRIM 2015,32,EXTERNA C,VII,SANTOS ANALIA,MARTINEZ MARIANA,27224195759,ADAMS MARIA ALEJANDRA,30/04/2014,
2 TRIM 2014,24,EXTERNA C,VII,SANTOS ANALIA,MARTINEZ MARIANA,27224195759,ADAMS MARIA ALEJANDRA,30/04/2014,
2 TRIM 2015,31,EXTERNA C,VII,SANTOS ANALIA,MARTINEZ MARIANA,27224195759,ADAMS MARIA ALEJANDRA,30/04/2014,
3 TRIM 2014,26,EXTERNA C,VII,SANTOS ANALIA,MARTINEZ MARIANA,27224195759,ADAMS MARIA ALEJANDRA,30/04/2014,
4 TRIM 2014,26,EXTERNA C,VII,SANTOS ANALIA,MARTINEZ MARIANA,27224195759,ADAMS MARIA ALEJANDRA,30/04/2014,
3 TRIM 2015,28,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,VILLEGAS  CESAR,ALVAREZ PABLO,30711902836,ADAN BS AS SRL,03/09/2015,
1 TRIM 2015,33,EXTERNA F,A,KARIN EDUARDO DANIEL,LENGARD CRISTINA,20041222795,ADANO JORGE ENRI,21/08/2014,
2 TRIM 2015,32,EXTERNA F,A,KARIN EDUARDO DANIEL,SOUTO CARLOS,20041222795,ADANO JORGE ENRI,17/04/2015,
3 TRIM 2014,27,EXTERNA F,A,KARIN EDUARDO DANIEL,LENGARD CRISTINA,20041222795,ADANO JORGE ENRI,21/08/2014,
3 TRIM 2015,29,EXTERNA F,A,KARIN EDUARDO DANIEL,CARLOS SOUTO,20041222795,ADANO JORGE ENRI,21/08/2014,
4 TRIM 2014,27,EXTERNA F,A,KARIN EDUARDO DANIEL,LENGARD CRISTINA,20041222795,ADANO JORGE ENRI,21/08/2014,
1 TRIM 2015,34,EXTERNA C,VIII,CHAIZAZ VALENZUELA TAMARA ,GONIONDZKY SILVINA,30708768045,ADCA SA,05/12/2012,41242
1 TRIM 2015,35,PUBLICIDAD REG SIMPL Y OPERATIVOS,A,BIANCHI ADRIAN,MELILLO MARCELO,30708768045,ADCA SA,17/11/2014,
2 TRIM 2015,33,EXTERNA C,VIII,CHAIZAZ VALENZUELA TAMARA ,GONIONDZKY SILVINA,30708768045,ADCA SA,05/12/2012,29/11/2012
3 TRIM 2014,28,EXTERNA C,VIII,CHAIZAZ VALENZUELA TAMARA ,GONIONDZKY SILVINA,30708768045,ADCA SA,05/12/2012,29/11/2012
4 TRIM 2014,28,EXTERNA C,VIII,CHAIZAZ VALENZUELA TAMARA ,GONIONDZKY SILVINA,30708768045,ADCA SA,05/12/2012,29/11/2012
4 TRIM 2014,29,PUBLICIDAD REG SIMPL Y OPERATIVOS,A,BIANCHI ADRIAN,MELILLO MARCELO,30708768045,ADCA SA,17/11/2014,
2 TRIM 2015,34,CONCURSOS Y QUIEBRAS,,"FERNANDEZ VAQUERA, B",LENGARD CRISTINA,30681523983,ADELAAR SA,20/04/2015,
1 TRIM 2015,36,EXTERNA B,IV,GODINO RUBEN,ABELARDO ROMINA,30708088575,ADELIDE SA,26/01/2015,
2 TRIM 2015,35,EXTERNA B,IV,GODINO RUBEN,ABELARDO ROMINA,30708088575,ADELIDE SA,26/01/2015,
3 TRIM 2015,30,EXTERNA B,IV,GODINO RUBEN,ABELARDO ROMINA,30708088575,ADELIDE SA,26/01/2015,
3 TRIM 2015,31,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,SUEIRO FERNANDO,ZOCCALI JOSE LUIS,30685140221,ADIDAS ARGENTINA SA,27/07/2015,
1 TRIM 2014,25,CONCURSOS Y QUIEBRAS,,ARRUA CRISTINA,GIAMMARCHE DANIEL,30711304939,ADILA SA,09/05/2014,
1 TRIM 2014,26,EXTERNA A,II,MOOR LAURA CINTIA,ROMERO GUADALUPE,30708483520,ADM DE MONEDEROS ELECTRONICOS SA,11/03/2014,
2 TRIM 2014,25,EXTERNA A,II,MOOR LAURA CINTIA,ALVAREZ MARTIN,30708483520,ADM DE MONEDEROS ELECTRONICOS SA,11/10/2013,
2 TRIM 2014,26,EXTERNA A,III,DABUL ARIADNA C.,ANTONELLI MARTA,30546706288,ADMINISTRACION GENERAL DE PUERTOS SOC DEL ESTADO,22/07/2014,
3 TRIM 2014,29,EXTERNA A,III,DABUL ARIADNA C.,ANTONELLI MARTA,30546706288,ADMINISTRACION GENERAL DE PUERTOS SOC DEL ESTADO,22/07/2014,
1 TRIM 2015,37,EXTERNA F,A,MOOR LAURA CINTIA,SOUTO CARLOS,30708483520,ADMINISTRADORA DE MONEDERO ELEC SA,11/03/2014,
2 TRIM 2015,36,EXTERNA F,A,MOOR LAURA CINTIA,SOUTO CARLOS,30708483520,ADMINISTRADORA DE MONEDERO ELEC SA,14/05/2015,
3 TRIM 2014,30,EXTERNA F,A,MOOR LAURA CINTIA,SOUTO CARLOS,30708483520,ADMINISTRADORA DE MONEDERO ELEC SA,11/03/2014,
4 TRIM 2014,30,EXTERNA F,A,MOOR LAURA CINTIA,SOUTO CARLOS,30708483520,ADMINISTRADORA DE MONEDERO ELEC SA,11/03/2014,
1 TRIM 2014,27,EXTERNA C,VII,PENZA SILVINA,BIANCHI MARIA FERNANDA,30709887374,ADMINISTRAR SALUD SA,24/04/2010,07/01/2014
1 TRIM 2015,38,PLANIFICACION Y SELECCION,INTERNA I,LEDESMA CARINA,D'APICE ADRIANA,30710298692,ADMIRALTY SA,08/07/2014,
2 TRIM 2014,27,PLANIFICACION Y SELECCION,INTERNA I,LEDESMA CARINA,D'APICE ADRIANA,30710298692,ADMIRALTY SA,08/07/2014,
2 TRIM 2015,37,PLANIFICACION Y SELECCION,INTERNA I,LEDESMA CARINA,D'APICE ADRIANA,30710298692,ADMIRALTY SA,08/07/2014,
3 TRIM 2014,31,PLANIFICACION Y SELECCION,INTERNA I,LEDESMA CARINA,D'APICE ADRIANA,30710298692,ADMIRALTY SA,08/07/2014,
4 TRIM 2014,31,PLANIFICACION Y SELECCION,INTERNA I,LEDESMA CARINA,D'APICE ADRIANA,30710298692,ADMIRALTY SA,08/07/2014,
1 TRIM 2014,28,EXTERNA E,II,YAZRA ALDO,ARFUSO VIVIANA,20114890813,ADOLFO PATANCHON,29/01/2014,
2 TRIM 2014,28,EXTERNA E,II,YAZRA ALDO,ARFUSO VIVIANA,20114890813,ADOLFO PATANCHON,29/01/2014,
3 TRIM 2014,32,EXTERNA E,II,YAZRA ALDO,ARFUSO VIVIANA,20114890813,ADOLFO PATANCHON,29/01/2014,TRANSFERENCIA
4 TRIM 2014,32,EXTERNA E,II,YAZRA ALDO,ARFUSO VIVIANA,20114890813,ADOLFO PATANCHON,29/01/2014,TRANSFERENCIA
2 TRIM 2015,38,CONCURSOS Y QUIEBRAS,,AGUERO MONICA,GIAMMARCHE DANIEL,30712194525,ADOM SA,04/06/2015,
1 TRIM 2014,29,PLANIFICACION Y SELECCION,B,FORTE M. FLORENCIA,POSE LUCIANA,30711810931,ADPE SA,25/02/2014,
1 TRIM 2015,39,PLANIFICACION Y SELECCION,INTERNA I,FORTE M. FLORENCIA,POSE LUCIANA,30711810931,ADPE SA,09/09/2014,
2 TRIM 2014,29,PLANIFICACION Y SELECCION,INTERNA I,FORTE M. FLORENCIA,POSE LUCIANA,30711810931,ADPE SA,25/02/2014,
2 TRIM 2015,39,PLANIFICACION Y SELECCION,INTERNA I,FORTE M. FLORENCIA,POSE LUCIANA,30711810931,ADPE SA,09/09/2014,
3 TRIM 2014,33,PLANIFICACION Y SELECCION,INTERNA I,FORTE M. FLORENCIA,POSE LUCIANA,30711810931,ADPE SA,09/09/2014,
3 TRIM 2015,32,PLANIFICACION Y SELECCION,INTERNA I,FORTE M. FLORENCIA,POSE LUCIANA,30711810931,ADPE SA,09/09/2014,
4 TRIM 2014,33,PLANIFICACION Y SELECCION,INTERNA I,FORTE M. FLORENCIA,POSE LUCIANA,30711810931,ADPE SA,09/09/2014,
2 TRIM 2015,40,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,30710183437,ADRIAN MERCADO SA,06/05/2015,
3 TRIM 2015,33,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,30710183437,ADRIAN MERCADO SA,06/05/2015,
2 TRIM 2015,41,EXTERNA C,IX,BUJANDA ROMINA,SANTORA ALEJANDRO,30708424559,ADROGUE BUS SRL,27/04/2015,
3 TRIM 2015,34,EXTERNA C,IX,BUJANDA ROMINA,SANTORA ALEJANDRO,30708424559,ADROGUE BUS SRL,27/04/2015,
1 TRIM 2014,30,EXTERNA D,SELLOS,USAI GABRIELA,ALFARO NADIA,30687234991,ADVANTA SEMILLAS SAIC,08/07/2013,25/06/2014
2 TRIM 2014,30,EXTERNA D,SELLOS,USAI GABRIELA,ALFARO NADIA,30687234991,ADVANTA SEMILLAS SAIC,08/07/2013,25/06/2014
3 TRIM 2014,34,EXTERNA D,SELLOS,USAI GABRIELA,ALFARO NADIA,30687234991,ADVANTA SEMILLAS SAIC,08/07/2013,41815
1 TRIM 2015,40,EXTERNA B,VI,RUA CLAUDIA,BOTANA ANTONIO,30709030597,ADVENT ARGENTINA SRL,22/01/2015,
2 TRIM 2015,42,EXTERNA B,VI,RUA CLAUDIA,BOTANA ANTONIO,30709030597,ADVENT ARGENTINA SRL,22/01/2015,
3 TRIM 2015,35,EXTERNA B,VI,RUA CLAUDIA,BOTANA ANTONIO,30709030597,ADVENT ARGENTINA SRL,23/02/2015,
1 TRIM 2014,31,EXTERNA A,II,CEPURBEDA JORGE ,ROMERO GUADALUPE,30696170580,AEROPUERT ARG 2000,03/02/2009,
1 TRIM 2015,41,EXTERNA A,III,FERRETTI CLAUDIA,MARTIN CAROLINA,30708856874,AESA SA FOM. Y CONT. SA UTE,27/10/2014,
4 TRIM 2014,34,EXTERNA A,III,FERRETTI CLAUDIA,MARTIN CAROLINA,30708856874,AESA SA FOM. Y CONT. SA UTE,27/10/2014,
1 TRIM 2015,42,EXTERNA A,II,MARTIRE VERONICA,LEGUIZAMON EMANUEL,33711727499,AFERSA SA,22/07/2014,
2 TRIM 2014,31,EXTERNA A,II,MARTIRE VERONICA,LEGUIZAMON EMANUEL,33711727499,AFERSA SA,22/07/2014,
2 TRIM 2015,43,EXTERNA A,II,MARTIRE VERONICA,LEGUIZAMON EMANUEL,33711727499,AFERSA SA,22/07/2014,
3 TRIM 2014,35,EXTERNA A,II,MARTIRE VERONICA,LEGUIZAMON EMANUEL,33711727499,AFERSA SA,22/07/2014,
4 TRIM 2014,35,EXTERNA A,II,MARTIRE VERONICA,LEGUIZAMON EMANUEL,33711727499,AFERSA SA,22/07/2014,
3 TRIM 2015,36,EXTERNA D,I0,CASTILLO CAROLINA,MILMAN MARIANO,30709187941,AFIANZADORA LATINOAMERICANA COPA?IA DE SEGUROS SA,14/09/2015,
1 TRIM 2015,43,EXTERNA D,SELLOS,NOVOA MARIANA,ALFARO NADIA,30709452408,AFINA SRL,05/01/2015,
2 TRIM 2015,44,EXTERNA D,SELLOS,NOVOA MARIANA,ALFARO NADIA,30709452408,AFINA SRL,05/01/2015,
3 TRIM 2015,37,EXTERNA D,SELLOS,NOVOA MARIANA,ALFARO NADIA,30709452408,AFINA SRL,05/01/2015,
1 TRIM 2014,32,EXTERNA C,IX,ARRIETA SILVIA,TRICOTTI GABRIELA,30516740058,AG PRUDEN Y CIA SACIFIA,15/10/2013,
1 TRIM 2015,44,EXTERNA C,IX,ARRIETA SILVIA,TRICOTTI GABRIELA,30516740058,AG PRUDEN Y CIA SACIFIA,15/10/2013,
2 TRIM 2014,32,EXTERNA C,IX,ARRIETA SILVIA,TRICOTTI GABRIELA,30516740058,AG PRUDEN Y CIA SACIFIA,15/10/2013,
3 TRIM 2014,36,EXTERNA C,IX,ARRIETA SILVIA,TRICOTTI GABRIELA,30516740058,AG PRUDEN Y CIA SACIFIA,15/10/2013,
4 TRIM 2014,36,EXTERNA C,IX,ARRIETA SILVIA,TRICOTTI GABRIELA,30516740058,AG PRUDEN Y CIA SACIFIA,15/10/2013,
1 TRIM 2014,33,OPERATIVOS,B,JULIAN YAMIL,GARIB JOSE LUIS,30712325662,AGAPE SERVICIO GASTRONOMICO SA,14/05/2014,
1 TRIM 2014,34,EXTERNA D,I0,NASELLI BRUNO,CEPURBEDA JORGE,20235102448,AGAZZI AGUSTIN HERNAN,15/01/2014,
2 TRIM 2014,33,EXTERNA D,I0,NASELLI BRUNO,CEPURBEDA JORGE,20235102448,AGAZZI AGUSTIN HERNAN,15/01/2014,
3 TRIM 2014,37,EXTERNA D,I0,NASELLI BRUNO,CEPURBEDA JORGE,20235102448,AGAZZI AGUSTIN HERNAN,15/01/2014,
4 TRIM 2014,37,EXTERNA D,I0,NASELLI BRUNO,CEPURBEDA JORGE,20235102448,AGAZZI AGUSTIN HERNAN,15/01/2014,
1 TRIM 2014,35,EXTERNA D,I0,BADRA JORGE,MILMAN MARIANO,30707097864,AGENLUX SA,17/08/2010,18/01/2013
2 TRIM 2014,34,EXTERNA D,I0,BADRA JORGE,MILMAN MARIANO,30707097864,AGENLUX SA,17/08/2010,18/01/2013
1 TRIM 2015,45,EXTERNA C,IX,ORTUBIA MABEL,TRICOTTI GABRIELA,30702297520,AGIMED SRL,20/03/2013,04/12/2014
2 TRIM 2015,45,EXTERNA C,IX,ORTUBIA MABEL,TRICOTTI GABRIELA,30702297520,AGIMED SRL,20/03/2013,04/12/2014
4 TRIM 2014,38,EXTERNA C,IX,ORTUBIA MABEL,TRICOTTI GABRIELA,30702297520,AGIMED SRL,20/03/2013,04/12/2014
1 TRIM 2015,46,EXTERNA A,I,RIVAS GRACIELA,EDREIRA NORMA,30711958076,AGIR SRL,19/11/2014,
2 TRIM 2015,46,EXTERNA A,I,RIVAS GRACIELA,EDREIRA NORMA,30711958076,AGIR SRL,19/11/2014,
3 TRIM 2015,38,EXTERNA A,I,RIVAS GRACIELA,EDREIRA NORMA,30711958076,AGIR SRL,19/11/2014,
4 TRIM 2014,39,EXTERNA A,I,RIVAS GRACIELA,EDREIRA NORMA,30711958076,AGIR SRL,19/11/2014,
2 TRIM 2015,47,EXTERNA B,VI,MOYA JULIETA ANDREA,FIORENZA GUSTAVO,30708422300,AGM MOTOS SRL,11/05/2015,
3 TRIM 2015,39,EXTERNA B,VI,MOYA JULIETA ANDREA,FIORENZA GUSTAVO,30708422300,AGM MOTOS SRL,08/05/2015,
1 TRIM 2015,436,EXTERNA A,III,SAVI MARIA EUGENIA,MARTIN CAROLINA,30697250367,AGNIE FRANCAISE D'ASSURANCE POUR LE COMMERCE EXTERIOR SUC,23/01/2014,15/10/2014
2 TRIM 2015,449,EXTERNA A,III,SAVI MARIA EUGENIA,MARTIN CAROLINA,30697250367,AGNIE FRANCAISE D'ASSURANCE POUR LE COMMERCE EXTERIOR SUC,23/01/2014,15/10/2014
1 TRIM 2014,36,CONCURSOS Y QUIEBRAS,,CAMELINO  SUSANA,GUMUCIO HUMBERTO,30709972045,AGO ROPA SA,13/05/2014,
2 TRIM 2014,35,CONCURSOS Y QUIEBRAS,,CAMELINO  SUSANA,GUMUCIO HUMBERTO,30709972045,AGO ROPA SA,13/05/2014,
2 TRIM 2015,48,OPERATIVOS,B,SCARANO EMMANUEL,GARIB JOSE LUIS LUIS,20181943573,AGOSTINO JAVIER C,10/04/2015,
3 TRIM 2015,40,CONCURSOS Y QUIEBRAS,,MARI CRISTIAN,ATANIYA DIEGO,30707786279,AGRI FOOD SA,23/09/2015,
1 TRIM 2014,37,CONCURSOS Y QUIEBRAS,,"RODRIGUEZ, MONICA","POLICANO, ANTONIO",30711796165,AGRICOLA GANADERA DE SAN BOROMBON SA,11/06/2014,
3 TRIM 2015,41,EXTERNA C,IX,ORTUBIA MABEL,TRICOTTI GABRIELA,30709008044,AGRIPER SA,28/09/2015,
1 TRIM 2014,38,EXTERNA D,I0,BADRA JORGE,MILMAN MARIANO,30708949252,AGRO RAP SRL,12/11/2012,02/12/2013
1 TRIM 2015,47,PLANIFICACION Y SELECCION,INTERNA I,FORTE M. FLORENCIA,POSE LUCIANA,30708810777,AGRO SHEEP SRL,26/01/2015,
2 TRIM 2015,49,PLANIFICACION Y SELECCION,INTERNA I,FORTE M. FLORENCIA,POSE LUCIANA,30708810777,AGRO SHEEP SRL,26/01/2015,
3 TRIM 2015,42,PLANIFICACION Y SELECCION,INTERNA I,FORTE M. FLORENCIA,POSE LUCIANA,30708810777,AGRO SHEEP SRL,26/01/2015,
1 TRIM 2015,48,CONCURSOS Y QUIEBRAS,,MUNIZ CLAUDIO,GUMUCIO HUMBERTO,30708104511,AGRO TRADER INC SRL,04/03/2015,
1 TRIM 2015,49,CONCURSOS Y QUIEBRAS,,ESQUEFF ESTELA,GUMUCIO HUMBERTO,30681667667,AGROBEL FRUITS SA,05/03/2015,
1 TRIM 2014,39,CONCURSOS Y QUIEBRAS,,RODRIGUEZ ROBERTO,GUMUCIO HUMBERTO,30708684240,AGROCEREALES DEL PLATA SA,24/06/2014,
1 TRIM 2015,50,CONCURSOS Y QUIEBRAS,,AGUERO MONICA,GIAMMARCHE DANIEL,30708684240,AGROCEREALES DEL PLATA SA,26/09/2014,
2 TRIM 2014,36,CONCURSOS Y QUIEBRAS,,RODRIGUEZ ROBERTO,GUMUCIO HUMBERTO,30708684240,AGROCEREALES DEL PLATA SA,24/06/2014,
3 TRIM 2014,38,CONCURSOS Y QUIEBRAS,,AGUERO MONICA,GIAMMARCHE DANIEL,30708684240,AGROCEREALES DEL PLATA SA,26/09/2014,
4 TRIM 2014,40,CONCURSOS Y QUIEBRAS,,AGUERO MONICA,GIAMMARCHE DANIEL,30708684240,AGROCEREALES DEL PLATA SA,26/09/2014,
4 TRIM 2014,41,CONCURSOS Y QUIEBRAS,,MUNIZ CLAUDIO,GUMUCIO HUMBERTO,30711934517,AGROCOMERCIAL NOA SA,16/12/2014,
1 TRIM 2014,40,EXTERNA D,SELLOS,EXPOSITO JORGE,MERA ANDREA,30708099461,AGROCOMODITIES SA,13/02/2014,
2 TRIM 2014,37,EXTERNA D,SELLOS,EXPOSITO JORGE,MERA ANDREA,30708099461,AGROCOMODITIES SA,13/02/2014,
2 TRIM 2015,50,EXTERNA D,SELLOS,EXPOSITO JORGE,MERA ANDREA,30708099461,AGROCOMODITIES SA,13/02/2014,13/05/2015
3 TRIM 2014,39,EXTERNA D,SELLOS,EXPOSITO JORGE,MERA ANDREA,30708099461,AGROCOMODITIES SA,13/02/2014,
4 TRIM 2014,42,EXTERNA D,SELLOS,EXPOSITO JORGE,MERA ANDREA,30708099461,AGROCOMODITIES SA,13/02/2014,
1 TRIM 2015,51,EXTERNA A,I,ERMILIO MARIA ,AIELLO EDUARDO,30592724541,AGROFINA SA,21/11/2014,
2 TRIM 2015,51,EXTERNA A,I,ERMILIO MARIA ,AIELLO EDUARDO,30592724541,AGROFINA SA,21/11/2014,
3 TRIM 2015,43,EXTERNA A,I,ERMILIO MARIA ,AIELLO EDUARDO,30592724541,AGROFINA SA,21/11/2014,
4 TRIM 2014,43,EXTERNA A,I,ERMILIO MARIA ,AIELLO EDUARDO,30592724541,AGROFINA SA,21/11/2014,
1 TRIM 2014,41,EXTERNA B,V,NIEMES GUILLERMO,CAPUTO ROMINA,30708293179,AGROFLEX SA,20/08/2013,
1 TRIM 2015,52,EXTERNA B,V,NIEMES GUILLERMO,CAPUTO ROMINA,30708293179,AGROFLEX SA,16/08/2013,
2 TRIM 2014,38,EXTERNA B,V,NIEMES GUILLERMO,CAPUTO ROMINA,30708293179,AGROFLEX SA,20/08/2013,
3 TRIM 2014,40,EXTERNA B,V,NIEMES GUILLERMO,CAPUTO ROMINA,30708293179,AGROFLEX SA,20/08/2013,
1 TRIM 2014,42,EXTERNA C,VII,DUBOWSKI DEBORA  ,MARTINEZ MARIANA,30707073248,AGROINDUSTRIAS CIALPIL SA,,
2 TRIM 2014,39,EXTERNA C,VII,DUBOWSKI DEBORA ,MARTINEZ MARIANA,30707073248,AGROINDUSTRIAS CIALPIL SA,PROVINCIA,
3 TRIM 2014,41,EXTERNA C,VII,DUBOWSKI DEBORA ,MARTINEZ MARIANA,30707073248,AGROINDUSTRIAS CIALPIL SA,PROVINCIA,
4 TRIM 2014,44,EXTERNA C,VII,DUBOWSKI DEBORA ,MARTINEZ MARIANA,30707073248,AGROINDUSTRIAS CIALPIL SA,PROVINCIA,
1 TRIM 2014,43,CONCURSOS Y QUIEBRAS,,AGUERO MONICA,GIAMMARCHE DANIEL,30709045330,AGROLUCAS SA,23/04/2014,
2 TRIM 2014,40,CONCURSOS Y QUIEBRAS,,AGUERO MONICA,GIAMMARCHE DANIEL,30709045330,AGROLUCAS SA,23/04/2014,
1 TRIM 2015,53,EXTERNA F,A,PATANE GRACIELA,SOUTO CARLOS,30692236919,AGROMANI SA.,27/01/2015,
1 TRIM 2014,44,EXTERNA A,I,RIVAS GRACIELA,EDREIRA NORMA,30708557346,AGROSERVICIOS CAPDEVIELLE SA,08/10/2013,
1 TRIM 2015,54,EXTERNA A,I,RIVAS GRACIELA,EDREIRA NORMA,30708557346,AGROSERVICIOS CAPDEVIELLE SA,08/10/2013,
2 TRIM 2014,41,EXTERNA A,I,RIVAS GRACIELA,EDREIRA NORMA,30708557346,AGROSERVICIOS CAPDEVIELLE SA,08/10/2013,
2 TRIM 2015,52,EXTERNA A,I,RIVAS GRACIELA,EDREIRA NORMA,30708557346,AGROSERVICIOS CAPDEVIELLE SA,08/10/2013,
3 TRIM 2014,42,EXTERNA A,I,RIVAS GRACIELA,EDREIRA NORMA,30708557346,AGROSERVICIOS CAPDEVIELLE SA,08/10/2013,
3 TRIM 2015,44,EXTERNA A,I,RIVAS GRACIELA,EDREIRA NORMA,30708557346,AGROSERVICIOS CAPDEVIELLE SA,08/10/2013,
4 TRIM 2014,45,EXTERNA A,I,RIVAS GRACIELA,EDREIRA NORMA,30708557346,AGROSERVICIOS CAPDEVIELLE SA,08/10/2013,
2 TRIM 2014,42,NORMAS Y MANUALES DE FISCALIZACION,EQUIPO A,"BUTTAFUOCO, CESAR",CEREZO MARCELA,30681490465,AGROSERVICIOS PAMPEANOS SA,07/12/2012,
3 TRIM 2014,43,NORMAS Y MANUALES DE FISCALIZACION,EQUIPO A,"BUTTAFUOCO, CESAR",CEREZO MARCELA,30681490465,AGROSERVICIOS PAMPEANOS SA,07/12/2012,
3 TRIM 2015,45,EXTERNA C,VII,CIOCCA ELEONORA,BREPPE MARISA,30681490465,AGROSERVICIOS PAMPEANOS SA,27/08/2015,
2 TRIM 2015,53,CONCURSOS Y QUIEBRAS,,"RODRIGUEZ, MONICA",LENGARD CRISTINA,30714059730,AGROSUR NEGOCIOS INTEGRADOS SA,03/06/2015,
3 TRIM 2015,46,CONCURSOS Y QUIEBRAS,,"RODRIGUEZ, MONICA",LENGARD CRISTINA,30714059730,AGROSUR NEGOCIOS INTEGRADOS SA,15/06/2015,
3 TRIM 2015,47,CONCURSOS Y QUIEBRAS,,GUEVARA LIA,GUMUCIO HUMBERTO,30692198103,AGU SRL,05/08/2015,
2 TRIM 2015,54,EXTERNA A,II,RIVEIRA SERGIO,LEGUIZAMON EMANUEL,30709565075,AGUA Y SANEAMIENTOS ARG. SA (AYSA),09/02/2012,01/06/2015
3 TRIM 2015,48,EXTERNA A,II,RIVEIRA SERGIO,LEGUIZAMON EMANUEL,30709565075,AGUA Y SANEAMIENTOS ARG. SA (AYSA),09/02/2012,01/06/2015
3 TRIM 2015,49,EXTERNA D,SELLOS,SALMON SILVANA,BEITONE VANESA,30709565075,AGUA Y SANEAMIENTOS ARG. SA (AYSA),01/07/2015,
2 TRIM 2014,43,EXTERNA A,III,ABUIN VERONICA,PETRELLA ANTONIO,30613918716,AGUARIBAY SA,24/07/2014,
1 TRIM 2014,45,EXTERNA D,SELLOS,EXPOSITO JORGE,MERA ANDREA,30517050225,AGUAS DANONE ARGENTINA SA,07/02/2013,
2 TRIM 2014,44,EXTERNA D,SELLOS,EXPOSITO JORGE,MERA ANDREA,30517050225,AGUAS DANONE ARGENTINA SA,07/02/2013,
3 TRIM 2014,44,EXTERNA D,SELLOS,EXPOSITO JORGE,MERA ANDREA,30517050225,AGUAS DANONE ARGENTINA SA,07/02/2013,
3 TRIM 2015,50,OPERATIVOS,A,LOPEZ MARIA CAROLINA,BARBAGELATA RODOLFO,27138572574,AGUILAR VILMA GREGORIA,21/08/2015,
1 TRIM 2014,46,EXTERNA C,VII,SANTOS ANALIA,MARTINEZ MARIANA,30690229222,AGUINOR SRL,11/09/2013,28/04/2014
1 TRIM 2015,55,EXTERNA C,VII,SANTOS ANALIA,MARTINEZ MARIANA,30690229222,AGUINOR SRL,11/09/2013,28/04/2014
2 TRIM 2014,45,EXTERNA C,VII,SANTOS ANALIA,MARTINEZ MARIANA,30690229222,AGUINOR SRL,11/09/2013,28/04/2014
2 TRIM 2015,55,EXTERNA C,VII,SANTOS ANALIA,MARTINEZ MARIANA,30690229222,AGUINOR SRL,11/09/2013,28/04/2014
3 TRIM 2014,45,EXTERNA C,VII,SANTOS ANALIA,MARTINEZ MARIANA,30690229222,AGUINOR SRL,11/09/2013,28/04/2014
4 TRIM 2014,46,EXTERNA C,VII,SANTOS ANALIA,MARTINEZ MARIANA,30690229222,AGUINOR SRL,11/09/2013,41757
2 TRIM 2015,56,OPERATIVOS,A,ROUSSEAUX JULIETA,GONZALEZ MAURO,27382545880,AHUMADA MARIANELA AZUCENA,15/10/2014,DEVOLUCION
3 TRIM 2015,51,OPERATIVOS,A,ROUSSEAUX JULIETA,GONZALEZ MAURO,27382545880,AHUMADA MARIANELA AZUCENA,15/10/2014,18/05/2015
3 TRIM 2015,52,EXTERNA B,V,BURGOS ROSA M.,RIVERO CLAUDIA,30709835420,AILLING SA,N/L,
1 TRIM 2014,47,CONCURSOS Y QUIEBRAS,,CAMELINO  SUSANA,GUMUCIO HUMBERTO,30708016868,AIR COOL SA,20/05/2014,
3 TRIM 2014,46,EXTERNA B,IV,DRAGUNSKY MARCELO,LASPINA ROXANA,30500852131,AIR LIQUIDE ARGENTINA SA,03/01/2011,41835
3 TRIM 2015,53,NORMAS Y MANUALES DE FISCALIZACION,SELLOS,AVALLONE MARIA LAURA,,30570135585,AIR SRL,27/08/2015,
1 TRIM 2014,48,PLANIFICACION Y SELECCION,B,YANKELEVICH PABLO,POSE LUCIANA,20214653584,AIRA DANIEL EDUARDO,07/04/2014,
2 TRIM 2014,46,PLANIFICACION Y SELECCION,INTERNA I,YANKELEVICH PABLO,POSE LUCIANA,20214653584,AIRA DANIEL EDUARDO,07/04/2014,
3 TRIM 2014,47,PLANIFICACION Y SELECCION,INTERNA I,YANKELEVICH PABLO,POSE LUCIANA,20214653584,AIRA DANIEL EDUARDO,07/04/2014,
1 TRIM 2014,49,PLANIFICACION Y SELECCION,E,CHIRDO FLAVIA,MONTERO FERNANDO,30678595663,AIS APLICACIONES DE INTELIGENCIA ARTIFICIAL SA,23/04/2014,
1 TRIM 2015,56,CONCURSOS Y QUIEBRAS,,COTELLA CLAUDIA,ATANIYA DIEGO,20160558769,AISENBERG DANIEL,23/10/2014,
3 TRIM 2014,48,CONCURSOS Y QUIEBRAS,,COTELLA CLAUDIA,ATANIYA DIEGO,20160558769,AISENBERG DANIEL,23/10/2014,
4 TRIM 2014,47,CONCURSOS Y QUIEBRAS,,COTELLA CLAUDIA,ATANIYA DIEGO,20160558769,AISENBERG DANIEL,23/10/2014,
2 TRIM 2015,57,EXTERNA C,VII,LA VALLE MAURICIO,BREPPE MARISA,30551667800,AITOR IDER BALBO SAACEI,N/L,
